expansion,collector_number,name,cost,type,alignment,class,subtype,tags,atk,dmg_type,health,rarity,keywords,power_text,data_status,engine_status,effects,image_path,
azeroth,293,Herod's Shoulder,,,,,,,,,,,,,,,,assets\cards\herods_shoulder.png,
azeroth,294,Hide of the Wild,,,,,,,,,,,,,,,,assets\cards\hide_of_the_wild.png,
azeroth,295,Horns of Eranikus,,,,,,,,,,,,,,,,assets\cards\horns_of_eranikus.png,
azeroth,296,Invulnerable Mail,,,,,,,,,,,,,,,,assets\cards\invulnerable_mail.png,
azeroth,297,Lionheart Helm,4,Equipment,,PaWa,Plate,Head,,,,Uncommon,,2 DEF. Damage dealt by your hero can't be prevented.,verified,implemented,equipment:head:2|hero_damage_unpreventable,assets\cards\lionheart_helm.png,
azeroth,298,Mooncloth Robe,4,Equipment,,MaPrLo,Cloth,Chest,,,,Common,,"2, Exhaust this, Exhaust your hero: Draw a card.",verified,implemented,equipment:chest:0|activated_power:2:draw:1:::exhaust_hero,assets\cards\mooncloth_robe.png,
azeroth,299,Skullflame Shield,,,,,,,,,,,,,,,,assets\cards\skullflame_shield.png,
azeroth,300,Stronghold Gauntlets,,,,,,,,,,,,,,,,assets\cards\stronghold_guantlets.png,
azeroth,301,Truesilver Breastplate,,,,,,,,,,,,,,,,assets\cards\truesilver_breastplate.png,
azeroth,302,Wall of the Dead,,,,,,,,,,,,,,,,assets\cards\wall_of_the_dead.png,
azeroth,303,Whitemane's Chapeau,,,,,,,,,,,,,,,,assets\cards\whitemanes_chapeau.png,
azeroth,304,Barov Peasant Caller,,,,,,,,,,,,,,,,assets\cards\barov_peasant_caller.png,
azeroth,305,Hearthstone,,,,,,,,,,,,,,,,assets\cards\hearthstone.png,
azeroth,306,Lei of Lilies,,,,,,,,,,,,,,,,assets\cards\lei_of_lilies.png,
azeroth,307,Masons Fraternity Ring,,,,,,,,,,,,,,,,assets\cards\masons_fraternity_ring.png,
azeroth,308,Myrmidon's Signet,,,,,,,,,,,,,,,,assets\cards\myrmidons_signet.png,
azeroth,309,Noggenfogger Elixir,,,,,,,,,,,,,,,,assets\cards\noggenfogger_elixir.png,
azeroth,310,Piccolo of the Flaming Fire,,,,,,,,,,,,,,,,assets\cards\piccolo_of_the_flaming_fire.png,
azeroth,311,Ancient Bone Bow,3,Equipment,,Hunter,Bow,Ranged 1H Weapon,2,Ranged,,Uncommon,,"When you strike with Ancient Bone Bow, your hero has long-range this combat. (Defenders deal no combat damage to it.)",verified,implemented,equipment:ranged_weapon:0|strike_cost:2|strike_grants_long_range,assets\cards\ancient_bone_bow.png,
azeroth,312,Annihilator,2,Equipment,,HuPaShWa,Axe,Melee 1H Weapon,3,Melee,,Uncommon,,3 ATK / 2 Strike. Combat damage dealt by your hero with Annihilator can't be prevented.,verified,implemented,equipment:melee_weapon:0|strike_cost:2|combat_damage_unpreventable,assets\cards\annihilator.png,
azeroth,313,Arcanite Reaper,,,,,,,,,,,,,,,,assets\cards\arcanite_reaper.png,
azeroth,314,Argent Crusader,,,,,,,,,,,,,,,,assets\cards\argent_crusader.png,
azeroth,315,Barman Shanker,,,,,,,,,,,,,,,,assets\cards\barman_shanker.png,
azeroth,316,Brain Hacker,,,,,,,,,,,,,,,,assets\cards\brain_hacker.png,
azeroth,317,The Cruel Hand of Timmy,,,,,,,,,,,,,,,,assets\cards\the_cruel_hand_of_timmy.png,
azeroth,318,Destiny,,,,,,,,,,,,,,,,assets\cards\destiny.png,
azeroth,319,Dwarven Hand Cannon,,,,,,,,,,,,,,,,assets\cards\dwarven_hand_cannon.png,
azeroth,320,Fang of the Crystal Spider,,,,,,,,,,,,,,,,assets\cards\fang_of_the_crystal_spider.png,
azeroth,321,Flame Wrath,,,,,,,,,,,,,,,,assets\cards\flame_wrath.png,
azeroth,322,Gift of the Elven Magi,,,,,,,,,,,,,,,,assets\cards\gift_of_the_elven_magi.png,
azeroth,323,The Hammer of Grace,3,Equipment,,DrPaPrSh,Mace,Melee 1H Weapon,1,Melee,,Common,,"1 ATK / 3 Strike. 1, Exhaust this, Exhaust your hero: Your hero heals 2 damage from target hero or ally.",verified,implemented,equipment:melee_weapon:0|strike_cost:3|power_weapon|activated_power:1:heal_target:2::hero_or_ally:exhaust_hero,assets\cards\the_hammer_of_grace.png,
azeroth,324,Hand of Edward the Odd,,,,,,,,,,,,,,,,assets\cards\hand_of_edward_the_odd.png,
azeroth,325,Headmaster's Charge,,,,,,,,,,,,,,,,assets\cards\headmasters_charge.png,
azeroth,326,Heartseeker,,,,,,,,,,,,,,,,assets\cards\heartseeker.png,
azeroth,327,Hypnotic Blade,2,Equipment,,DrMaPrShLo,Dagger,Melee 1H Weapon,1,Melee,,Rare,,"1 ATK / 1 Strike. 3, Exhaust this, Exhaust your hero: Target player discards a card. Use only on your turn.",verified,implemented,equipment:melee_weapon:0|strike_cost:5|power_weapon|activated_power:3:discard_opponent:1:::exhaust_hero|require_turn_player,assets\cards\hypnotic_blade.png,
azeroth,328,Iceblade Hacker,2,Equipment,,HuPaShWa,Axe,Melee 1H Weapon,2,Melee,,Uncommon,,"When your hero deals combat damage to an ally, that ally can't ready during its controller's next ready step.",verified,implemented,equipment:melee_weapon:0|strike_cost:2|hero_combat_dmg_locks_ally_ready,assets\cards\iceblade_hacker.png,
azeroth,329,Illusionary Rod,,,,,,,,,,,,,,,,assets\cards\illusionary_rod.png,
azeroth,330,Inventor's Focal Sword,,,,,,,,,,,,,,,,assets\cards\inventors_focal_sword.png,
azeroth,331,Krol Blade,3,Equipment,,HuPaRoWa,Sword,Melee 1H Weapon,3,Melee,,Rare,,3 ATK / 1 Strike,verified,implemented,equipment:melee_weapon:0|strike_cost:1,assets\cards\krol_blade.png,
azeroth,332,Rod of the Ogre Magi,4,Equipment,,DrMaPrShLo,Staff,Melee 2H Weapon,1,Melee,,Uncommon,,"1 ATK / 1 Strike. 2, Exhaust this, Exhaust your hero: Your hero deals 1 damage to target hero or ally.",verified,implemented,equipment:melee_weapon:0|strike_cost:4|two_handed|power_weapon|activated_power:2:deal_damage_to_target:1::hero_or_ally:exhaust_hero,assets\cards\rod_of_the_ogre_magi.png,
azeroth,333,Scarlet Kris,,,,,,,,,,,,,,,,assets\cards\scarlet_kris.png,
azeroth,334,The Shatterer,,,,,,,,,,,,,,,,assets\cards\the_shatterer.png,
azeroth,335,Teebu's Blazing Longsword,,,,,,,,,,,,,,,,assets\cards\teebus_blazing_longsword.png,
azeroth,336,Thrash Blade,,,,,,,,,,,,,,,,assets\cards\thrash_blade.png,
azeroth,337,Truesilver Champion,,,,,,,,,,,,,,,,assets\cards\truesilver_champion.png,
azeroth,338,Twig of the World Tree,,,,,,,,,,,,,,,,assets\cards\twig_of_the_world_tree.png,
azeroth,339,Wraith Scythe,,,,,,,,,,,,,,,,assets\cards\wraith_scythe.png,
azeroth,340,The Defias Brotherhood,1,Quest,Alliance,,,,,,,Common,,"While there are four or more allies in your party, pay 1 to complete this quest. Reward: Draw two cards.",verified,implemented,require_ally_count:4|draw:2,assets\cards\the_defias_brotherhood.png,
azeroth,341,Dragonkin Menace,3,Quest,Alliance,,,,,,,Uncommon,,"During an opponent's turn, pay (3) to complete this quest. Reward: Ready a hero or ally in your party.",verified,implemented,require_opponent_turn|ready_party_character,assets\cards\dragonkin_menace.png,
azeroth,342,The Missing Diplomat,4,Quest,Alliance,,,,,,,Common,,"During your turn, pay (4) to complete this quest. Reward: Search your deck for an ally card, reveal it, and put it into your hand.",verified,implemented,deck_to_hand:Ally:0:1|require_turn_player,assets\cards\the_missing_diplomat.png,
azeroth,343,Counterattack!,3,Quest,Horde,,,,,,,Uncommon,,"While there are more allies in an opponent's party than in yours, pay (3) to complete this quest. Reward: Draw two cards.",verified,implemented,require_opponent_more_allies|draw:2,assets\cards\counterattack.png,
azeroth,344,For the Horde!,1,Quest,Horde,,,,,,,Uncommon,,Pay (1) to complete this quest. Reward: Horde allies in your party have +1 ATK while attacking this turn.,verified,implemented,party_buff_atk_attacking:1|require_turn_player,assets\cards\for_the_horde.png,
azeroth,345,Torek's Assault,1,Quest,Horde,,,,,,,Common,,"If an opposing hero was dealt damage this turn by an ally in your party, pay 1 to complete this quest. Reward: Draw a card.",verified,implemented,require_hero_damaged_by_ally|draw:1,assets\cards\toreks_assault.png,
azeroth,346,"Are We There, Yeti?",6,Quest,,,,,,,,Uncommon,,"Pay (6) to complete this quest. Reward: Put three Mechanical Yeti ally tokens with 1 ATK and 1 health into play.",verified,implemented,create_token:token_mechanical_yeti:3,assets\cards\are_we_there_yeti.png,
azeroth,347,Battle of Darrowshire,1,Quest,,,,,,,,Common,,Remove three ally cards in your graveyard from the game and pay 1 to complete this quest. Reward: Draw a card.,verified,implemented,graveyard_to_rfg:Ally:3:3:own|draw:1,assets\cards\battle_of_darrowshire.png,
azeroth,348,Big Game Hunter,2,Quest,,,,,,,,Common,,Pay (2) to complete this quest. Reward: Reveal the top four cards of your deck. Put a revealed equipment card into your hand and the rest on the bottom of your deck.,verified,implemented,reveal_pick:Equipment:4,assets\cards\big_game_hunter.png,
azeroth,349,Blueleaf Tubers,2,Quest,,,,,,,,Common,,"Pay (2) to complete this quest. Reward: Shuffle your graveyard into your deck.",verified,implemented,shuffle_graveyard_into_deck,assets\cards\blueleaf_tubers.png,
azeroth,350,Chasing A-Me 01,3,Quest,,,,,,,,Common,,Pay 3 to complete this quest. Reward: Put target ally card from your graveyard into your hand.,verified,implemented,graveyard_to_hand:Ally:1:1:own,assets\cards\chasing_a_me_01.png,
azeroth,351,A Donation of Wool,1,Quest,,,,,,,,Common,,Pay 1 to complete this quest. Reward: Draw a card then discard a card.,verified,implemented,draw:1|discard_from_hand:1,assets\cards\a_donation_of_wool.png,
azeroth,352,In Dreams,8,Quest,,,,,,,,Common,,Pay 8 to complete this quest. Reward: Draw 3 cards.,verified,implemented,draw:3,assets\cards\in_dreams.png,
azeroth,353,Into the Maw of Madness,0,Quest,,,,,,,,Common,,"Destroy Into the Maw of Madness to complete this quest. Reward: Draw a card.",verified,implemented,complete_cost_destroy_self|draw:1,assets\cards\into_the_maw_of_madness.png,
azeroth,354,It's a Secret to Everybody,1,Quest,,,,,,,,Common,,Pay (1) to complete this quest. Reward: Look at the top three cards of your deck. Put one on the top of your deck and the rest on the bottom.,verified,implemented,reveal_pick:Any:3:to_top:private,assets\cards\its_a_secret_to_everybody.png,
azeroth,355,Kibler's Exotic Pets,2,Quest,,,,,,,,Common,,Pay (2) to complete this quest. Reward: Reveal the top three cards of your deck. Put a revealed ally card into your hand and the rest on the bottom of your deck.,verified,implemented,reveal_pick:Ally:3,assets\cards\kiblers_exotic_pets.png,
azeroth,356,The Love Potion,1,Quest,,,,,,,,Common,,Exhaust two allies in your party and pay (1) to complete this quest. Reward: Draw a card.,verified,implemented,exhaust_allies:2|draw:1,assets\cards\the_love_potion.png,
azeroth,357,The Princess Trapped,2,Quest,,,,,,,,Common,,Pay (2) to complete this quest. Reward: Reveal the top two cards of your deck. Target opponent chooses one. Put that card into your hand and the other one on the bottom of your deck.,verified,implemented,reveal_pick:Any:2:opponent,assets\cards\the_princess_trapped.png,
azeroth,358,Sunken Treasure,3,Quest,,,,,,,,Common,,Pay 3 to complete this quest. Reward: Put target equipment card from your graveyard into your hand.,verified,implemented,graveyard_to_hand:Equipment:1:1:own,assets\cards\sunken_treasure.png,
azeroth,359,Tooga's Quest,3,Quest,,,,,,,,Rare,,"During your turn, pay (3) to complete this quest. Reward: Put a unique Turtle ally token named Tooga with 1 ATK and 1 health into play. At the start of your next turn, remove Tooga from the game. If you do, draw two cards.",verified,implemented,create_token:token_tooga|require_turn_player,assets\cards\toogas_quest.png,
azeroth,360,Your Fortune Awaits You,3,Quest,,,,,,,,Common,,Pay 3 to complete this quest. Reward: Draw a card.,verified,implemented,draw:1,assets\cards\your_fortune_awaits_you.png,
azeroth,361,Zapped Giants,2,Quest,,,,,,,,Common,,Pay (2) to complete this quest. Reward: Reveal the top three cards of your deck. Put a revealed ability card into your hand and the rest on the bottom of your deck.,verified,implemented,reveal_pick:Ability:3,assets\cards\zapped_giants.png,
dark_portal,1,Anchorite Kalinna,,,,,,,,,,,,,,,,assets\cards\anchorite_kalinna.png,
dark_portal,2,Grumpherys,,,,,,,,,,,,,,,,assets\cards\grumpherys.png,
dark_portal,3,Nathressa Darkstrider,,,,,,,,,,,,,,,,assets\cards\nathressa_darkstrider.png,
dark_portal,4,Phadalus the Enlightened,,,,,,,,,,,,,,,,assets\cards\phadalus_the_enlightened.png,
dark_portal,5,Ruby Gemsparkle,,,,,,,,,,,,,,,,assets\cards\ruby_gemsparkle.png,
dark_portal,6,Savin Lightguard,,,,,,,,,,,,,,,,assets\cards\savin_lightguard.png,
dark_portal,7,Telrander,,,,,,,,,,,,,,,,assets\cards\telrander.png,
dark_portal,8,Victoria Jaton,,,,,,,,,,,,,,,,assets\cards\victoria_jaton.png,
dark_portal,9,Zenith Shadowforce,,,,,,,,,,,,,,,,assets\cards\zenith_shadowforce.png,
dark_portal,10,Aleyah Dawnborn,,,,,,,,,,,,,,,,assets\cards\aleyah_dawnborn.png,
dark_portal,11,Azarak Wolfsblood,,,,,,,,,,,,,,,,assets\cards\azarak_wolfsblood.png,
dark_portal,12,Bulkas Wildhorn,,,,,,,,,,,,,,,,assets\cards\bulkas_wildhorn.png,
dark_portal,13,Daspien Bladedancer,,,,,,,,,,,,,,,,assets\cards\daspien_bladedancer.png,
dark_portal,14,Haruka Skycaller,,,,,,,,,,,,,,,,assets\cards\haruka_skycaller.png,
dark_portal,15,Mojo Mender Ja'nah,,,,,,,,,,,,,,,,assets\cards\mojo_mender_janah.png,
dark_portal,16,Morganis Blackvein,,,,,,,,,,,,,,,,assets\cards\morganis_blackvein.png,
dark_portal,17,Morova of the Sands,,,,,,,,,,,,,,,,assets\cards\morova_of_the_sands.png,
dark_portal,18,Pagatha Soulbinder,,,,,,,,,,,,,,,,assets\cards\pagatha_soulbinder.png,
dark_portal,19,Cat Form,2,Instant Ability,,Druid,,Feral,,,,Common,,"Ongoing: Your hero is in cat form. (+1 ATK while attacking. Destroy this card when you strike with a weapon or play a non-Feral ability.) When Cat Form is destroyed, you may pay 2. If you do, put it into your hand at end of turn.",verified,implemented,ongoing|form:1|form_break:Feral|hero_atk_while_attacking:1|on_destroyed:pay_return_hand:2,assets\cards\cat_form.png,
dark_portal,20,Claw,4,Instant Ability,,Druid,,Feral Combo,,Melee,,Common,,Your hero deals 3 melee damage to target hero or ally. Ongoing: Your hero is in cat form. (+1 ATK while attacking. Destroy this card when you strike with a weapon or play a non-Feral ability.),verified,implemented,ongoing|form:1|form_break:Feral|hero_atk_while_attacking:1|deal_damage_to_target:3:melee,assets\cards\claw.png,
dark_portal,21,Cyclone,,,,,,,,,,,,,,,,assets\cards\cyclone.png,
dark_portal,22,Heart of the Wild,,,,,,,,,,,,,,,,assets\cards\heart_of_the_wild.png,
dark_portal,23,Moonkin Form,,,,,,,,,,,,,,,,assets\cards\moonkin_form.png,
dark_portal,24,Nature of the Beast,,,,,,,,,,,,,,,,assets\cards\nature_of_the_beast.png,
dark_portal,25,Nature's Majesty,,,,,,,,,,,,,,,,assets\cards\natures_majesty.png,
dark_portal,26,Rake,,,,,,,,,,,,,,,,assets\cards\rake.png,
dark_portal,27,Swiftshift,,,,,,,,,,,,,,,,assets\cards\swiftshift.png,
dark_portal,28,Thorns,,,,,,,,,,,,,,,,assets\cards\thorns.png,
dark_portal,29,Travel Form,,,,,,,,,,,,,,,,assets\cards\travel_form.png,
dark_portal,30,Wrath,,,,,,,,,,,,,,,,assets\cards\wrath.png,
dark_portal,31,Aspect of the Viper,,,,,,,,,,,,,,,,assets\cards\aspect_of_the_viper.png,
dark_portal,32,Chops,3,Ally,,Hunter,Pet,Boar,3,Melee,4,Uncommon,,"When Chops attacks, you may exhaust target hero or ally.",verified,implemented,on_attack_exhaust_target,assets\cards\chops.png,
dark_portal,33,Frost Trap,,,,,,,,,,,,,,,,assets\cards\frost_trap.png,
dark_portal,34,Hootie,2,Ally,,Hunter,Pet,Owl,2,Melee,2,Common,,Opposing heroes and allies have -1 ATK.,verified,implemented,opposing_characters_atk_mod:-1,assets\cards\hootie.png,
dark_portal,35,Immolation Trap,,,,,,,,,,,,,,,,assets\cards\immolation_trap.png,
dark_portal,36,Lightning Reflexes,,,,,,,,,,,,,,,,assets\cards\lightning_reflexes.png,
dark_portal,37,Point Blank,,,,,,,,,,,,,,,,assets\cards\point_blank.png,
dark_portal,38,Protect the Master,1,Instant Ability,,Hunter,,Beast Mastery,,,,Uncommon,,"Ongoing: Your Pets have protector.",verified,implemented,ongoing|friendly_pets_keyword:protector,assets\cards\protect_the_master.png,
dark_portal,39,Spirit Bond,1,Ability,,Hunter,,Beast Mastery Talent,,,,Common,,"Beast Mastery Hero Required. Ongoing: At the start of your turn, if you have a Pet, your hero heals 2 damage from itself and each of your Pets.",verified,implemented,ongoing|turn_start_heal_hero_and_pets:2,assets\cards\spirit_bond.png,
dark_portal,40,Trophy Kill,3,Instant Ability,,Hunter,,Marksmanship,,,,Common,,Destroy target ally with cost 4 or more.,verified,implemented,destroy_target:ally|target_cost_min:4,assets\cards\trophy_kill.png,
dark_portal,41,Venomstrike,,,,,,,,,,,,,,,,assets\cards\venomstrike.png,
dark_portal,42,Wing Clip,,,,,,,,,,,,,,,,assets\cards\wing_clip.png,
dark_portal,43,Arcane Missiles,,,,,,,,,,,,,,,,assets\cards\arcane_missiles.png,
dark_portal,44,Arcane Power,,,,,,,,,,,,,,,,assets\cards\arcane_power.png,
dark_portal,45,Arc of Flame,,,,,,,,,,,,,,,,assets\cards\arc_of_flame.png,
dark_portal,46,Blistering Fire,,,,,,,,,,,,,,,,assets\cards\blistering_fire.png,
dark_portal,47,Conjured Sparkling Water,,,,,,,,,,,,,,,,assets\cards\conjured_sparkling_water.png,
dark_portal,48,Dampen Magic,,,,,,,,,,,,,,,,assets\cards\dampen_magic.png,
dark_portal,49,Deep Freeze,,,,,,,,,,,,,,,,assets\cards\deep_freeze.png,
dark_portal,50,Evocation,,,,,,,,,,,,,,,,assets\cards\evocation.png,
dark_portal,51,Ice Block,,,,,,,,,,,,,,,,assets\cards\ice_block.png,
dark_portal,52,Mana Shield,,,,,,,,,,,,,,,,assets\cards\mana_shield.png,
dark_portal,53,Scorch,,,,,,,,,,,,,,,,assets\cards\scorch.png,
dark_portal,54,Spellsteal,,,,,,,,,,,,,,,,assets\cards\spellsteal.png,
dark_portal,55,Blessing of Freedom,,,,,,,,,,,,,,,,assets\cards\blessing_of_freedom.png,
dark_portal,56,Blessing of Sacrifice,,,,,,,,,,,,,,,,assets\cards\blessing_of_sacrifice.png,
dark_portal,57,Consecration,,,,,,,,,,,,,,,,assets\cards\consecration.png,
dark_portal,58,Hammer of Wrath,,,,,,,,,,,,,,,,assets\cards\hammer_of_wrath.png,
dark_portal,59,Illumination,,,,,,,,,,,,,,,,assets\cards\illumination.png,
dark_portal,60,Infusion of Light,,,,,,,,,,,,,,,,assets\cards\infusion_of_light.png,
dark_portal,61,Lay on Hands,,,,,,,,,,,,,,,,assets\cards\lay_on_hands.png,
dark_portal,62,Righteous Vengeance,,,,,,,,,,,,,,,,assets\cards\righteous_vengeance.png,
dark_portal,63,Seal of Command,,,,,,,,,,,,,,,,assets\cards\seal_of_command.png,
dark_portal,64,Seal of the Crusader,,,,,,,,,,,,,,,,assets\cards\seal_of_the_crusader.png,
dark_portal,65,Spiritual Attunement,,,,,,,,,,,,,,,,assets\cards\spiritual_attunement.png,
dark_portal,66,Undaunted Defense,,,,,,,,,,,,,,,,assets\cards\undaunted_defense.png,
dark_portal,67,Brainwash,,,,,,,,,,,,,,,,assets\cards\brainwash.png,
dark_portal,68,Clarity of Thought,,,,,,,,,,,,,,,,assets\cards\clarity_of_thought.png,
dark_portal,69,Convalescence,,,,,,,,,,,,,,,,assets\cards\convalescence.png,
dark_portal,70,Greater Heal,,,,,,,,,,,,,,,,assets\cards\greater_heal.png,
dark_portal,71,Inner Fire,,,,,,,,,,,,,,,,assets\cards\inner_fire.png,
dark_portal,72,Inner Focus,,,,,,,,,,,,,,,,assets\cards\inner_focus.png,
dark_portal,73,Lightwell,,,,,,,,,,,,,,,,assets\cards\lightwell.png,
dark_portal,74,Mana Burn,,,,,,,,,,,,,,,,assets\cards\mana_burn.png,
dark_portal,75,Mind Vision,,,,,,,,,,,,,,,,assets\cards\mind_vision.png,
dark_portal,76,Power Word: Shield,,,,,,,,,,,,,,,,assets\cards\power_word_shield.png,
dark_portal,77,Renew,,,,,,,,,,,,,,,,assets\cards\renew.png,
dark_portal,78,Shadow Word: Death,,,,,,,,,,,,,,,,assets\cards\shadow_word_death.png,
dark_portal,79,Ambush,,,,,,,,,,,,,,,,assets\cards\ambush.png,
dark_portal,80,Blade Flurry,,,,,,,,,,,,,,,,assets\cards\blade_flurry.png,
dark_portal,81,Distract,,,,,,,,,,,,,,,,assets\cards\distract.png,
dark_portal,82,Kick,,,,,,,,,,,,,,,,assets\cards\kick.png,
dark_portal,83,Master of Deception,,,,,,,,,,,,,,,,assets\cards\master_of_deception.png,
dark_portal,84,Mind-numbing Poison,,,,,,,,,,,,,,,,assets\cards\mind_numbing_poison.png,
dark_portal,85,Prey on the Weak,2,Instant Ability,,Rogue,,Assassination,,,,Common,,Destroy target ally with cost 4 or less.,verified,implemented,destroy_target:ally|target_cost_max:4,assets\cards\prey_on_the_weak.png,
dark_portal,86,Purloin,,,,,,,,,,,,,,,,assets\cards\purloin.png,
dark_portal,87,Shiv,,,,,,,,,,,,,,,,assets\cards\shiv.png,
dark_portal,88,Slaughter from the Shadows,,,,,,,,,,,,,,,,assets\cards\slaughter_from_the_shadows.png,
dark_portal,89,Slice and Dice,,,,,,,,,,,,,,,,assets\cards\slice_and_dice.png,
dark_portal,90,Vanish,,,,,,,,,,,,,,,,assets\cards\vanish.png,
dark_portal,91,Ancestral Spirit,3,Ability,,Shaman,,Restoration,,,,Common,,Put target ally card from your graveyard into play if its cost is less than or equal to the number of resources you have. That ally enters play with damage on it equal to its health -1.,verified,implemented,graveyard_to_play:Ally:1:1:own:resources:health_minus_1,assets\cards\ancestral_spirit.png,
dark_portal,92,Earth Elemental Totem,,,,,,,,,,,,,,,,assets\cards\earth_elemental_totem.png,
dark_portal,93,Fire Nova Totem,,,,,,,,,,,,,,,,assets\cards\fire_nova_totem.png,
dark_portal,94,Flame Shock,3,Instant Ability,,Shaman,,Elemental,,,,Common,,"Attach to target hero or ally, and your hero deals 2 fire damage to it. Ongoing: At the start of your turn, your hero deals 1 fire damage to attached character.",verified,implemented,ongoing|attach:hero_or_ally|attach_deal_damage:2:fire|attached_damage_turn_start:1:fire,assets\cards\flame_shock.png,
dark_portal,95,Flametongue Weapon,,,,,,,,,,,,,,,,assets\cards\flametongue_weapon.png,
dark_portal,96,Grace of Air Totem,,,,,,,,,,,,,,,,assets\cards\grace_of_air_totem.png,
dark_portal,97,Lightning Shield,,,,,,,,,,,,,,,,assets\cards\lightning_shield.png,
dark_portal,98,Lightning Storm,2+X,Ability,,Shaman,,Elemental,,,,Uncommon,,Your hero deals X nature damage divided as you choose to any number of target allies.,verified,implemented,divided_damage:X:nature:ally,assets\cards\lightning_storm.png,
dark_portal,99,Mana Tide Totem,,,,,,,,,,,,,,,,assets\cards\mana_tide_totem.png,
dark_portal,100,Shock and Soothe,4,Instant Ability,,Shaman,,Elemental,,,,Common,,Your hero deals 3 nature damage to target hero or ally and heals 3 damage from another target hero or ally.,verified,implemented,deal_damage_and_heal:3:nature:3,assets\cards\shock_and_soothe.png,
dark_portal,101,Stormstrike,,,,,,,,,,,,,,,,assets\cards\stormstrike.png,
dark_portal,102,Surge of Life,,,,,,,,,,,,,,,,assets\cards\surge_of_life.png,
dark_portal,103,Curse of Tongues,,,,,,,,,,,,,,,,assets\cards\curse_of_tongues.png,
dark_portal,104,Doomguard,,,,,,,,,,,,,,,,assets\cards\doomguard.png,
dark_portal,105,Eye of Kilrogg,,,,,,,,,,,,,,,,assets\cards\eye_of_kilrogg.png,
dark_portal,106,Fel Armor,,,,,,,,,,,,,,,,assets\cards\fel_armor.png,
dark_portal,107,Fel Domination,,,,,,,,,,,,,,,,assets\cards\fel_domination.png,
dark_portal,108,Hellfire,,,,,,,,,,,,,,,,assets\cards\hellfire.png,
dark_portal,109,Morfiel,,,,,,,,,,,,,,,,assets\cards\morfiel.png,
dark_portal,110,Mortal Delights,,,,,,,,,,,,,,,,assets\cards\mortal_delights.png,
dark_portal,111,Piztog,,,,,,,,,,,,,,,,assets\cards\piztog.png,
dark_portal,112,Ritual Sacrifice,,,,,,,,,,,,,,,,assets\cards\ritual_sacrifice.png,
dark_portal,113,Shadowburn,,,,,,,,,,,,,,,,assets\cards\shadowburn.png,
dark_portal,114,Shred Soul,3,Ability,,Warlock,,Affliction,,,,Common,,"Remove target ally from the game.",verified,implemented,destroy_target:ally|rfg_instead,assets\cards\shred_soul.png,
dark_portal,115,Anger Management,,,,,,,,,,,,,,,,assets\cards\anger_management.png,
dark_portal,116,Bloodrage,,,,,,,,,,,,,,,,assets\cards\bloodrage.png,
dark_portal,117,Challenging Shout,,,,,,,,,,,,,,,,assets\cards\challenging_shout.png,
dark_portal,118,Commanding Shout,,,,,,,,,,,,,,,,assets\cards\commanding_shout.png,
dark_portal,119,Cruelty,,,,,,,,,,,,,,,,assets\cards\cruelty.png,
dark_portal,120,Crushing Blow,,,,,,,,,,,,,,,,assets\cards\crushing_blow.png,
dark_portal,121,Intercept,,,,,,,,,,,,,,,,assets\cards\intercept.png,
dark_portal,122,Killing Spree,,,,,,,,,,,,,,,,assets\cards\killing_spree.png,
dark_portal,123,Revenge,,,,,,,,,,,,,,,,assets\cards\revenge.png,
dark_portal,124,Slam,,,,,,,,,,,,,,,,assets\cards\slam.png,
dark_portal,125,Thunder Clap,,,,,,,,,,,,,,,,assets\cards\thunder_clap.png,
dark_portal,126,Vigilance,,,,,,,,,,,,,,,,assets\cards\vigilance.png,
dark_portal,127,Dual Wield,,,,,,,,,,,,,,,,assets\cards\dual_wield.png,
dark_portal,128,Diplomacy,,,,,,,,,,,,,,,,assets\cards\diplomacy.png,
dark_portal,129,Escape Artist,1,Instant Ability,Alliance,,,,,,,Uncommon,,"Gnome Hero Required. Choose one: Interrupt target ability card that's targeting your hero; or if your hero is defending, remove all attackers from combat.",verified,implemented,requires_hero_race:Gnome|mode:interrupt_ability|mode:remove_attackers:hero_defending,assets\cards\escape_artist.png,
dark_portal,130,Heroic Presence,,,,,,,,,,,,,,,,assets\cards\heroic_presence.png,
dark_portal,131,Shadowmeld,,,,,,,,,,,,,,,,assets\cards\shadowmeld.png,
dark_portal,132,Stoneform,,,,,,,,,,,,,,,,assets\cards\stoneform.png,
dark_portal,133,Arcane Torrent,,,,,,,,,,,,,,,,assets\cards\arcane_torrent.png,
dark_portal,134,Berserking,3,Ability,Horde,,,,,,,Rare,,"Troll Hero Required. Ongoing: When your hero is dealt damage, put a berserk counter on Berserking. When your hero attacks, remove all berserk counters from Berserking. Your hero has +1 ATK this combat for each counter you removed.",verified,implemented,ongoing|requires_hero_race:Troll|berserk_counter_on_hero_damage|berserk_atk_on_hero_attack:1,assets\cards\berserking.png,
dark_portal,135,Blood Fury,,,,,,,,,,,,,,,,assets\cards\blood_fury.png,
dark_portal,136,Cannibalize,2,Ability,Horde,,,,,,,Common,,"Undead Hero Required. Remove any number of ally cards in graveyards from the game. Your hero heals 2 damage from itself for each card removed.",verified,implemented,requires_hero_race:Undead|graveyard_to_rfg:Ally:0:99:both|rfg_heal_per_card:2,assets\cards\cannibalize.png,
